Type;Name;Schema;ParentName;ParentType;ParentSchema;Title;Description;CustomField1;CustomField2;CustomField3
COLUMN;ReviewerName;;ProductReview;TABLE;Production;;Name of the reviewer.;;;
COLUMN;Revision;;Document;TABLE;Production;;Revision number of the document. ;;;
COLUMN;RevisionNumber;;PurchaseOrderHeader;TABLE;Purchasing;;Incremental number to track changes to the purchase order over time.;;;
COLUMN;RevisionNumber;;SalesOrderHeader;TABLE;Sales;;Incremental number to track changes to the sales order over time.;;;
COLUMN;role;;participants;COLUMN;;;Participant role name;;;
COLUMN;roles;;ACTED_IN;GRAPH_EDGE;;;Roles which an actor played in a movie.;;;
COLUMN;rowguid;;Address;TABLE;Person;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;AddressType;TABLE;Person;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;BusinessEntity;TABLE;Person;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;BusinessEntityAddress;TABLE;Person;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;BusinessEntityContact;TABLE;Person;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;Customer;TABLE;Sales;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;Document;TABLE;Production;;ROWGUIDCOL number uniquely identifying the record. Required for FileStream.;;;
COLUMN;rowguid;;EmailAddress;TABLE;Person;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;Employee;TABLE;HumanResources;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;Password;TABLE;Person;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;Person;TABLE;Person;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;Product;TABLE;Production;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;ProductCategory;TABLE;Production;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;ProductDescription;TABLE;Production;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;ProductInventory;TABLE;Production;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;ProductModel;TABLE;Production;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;ProductSubcategory;TABLE;Production;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;SalesOrderDetail;TABLE;Sales;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;SalesOrderHeader;TABLE;Sales;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;SalesPerson;TABLE;Sales;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;SalesPersonQuotaHistory;TABLE;Sales;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;SalesTaxRate;TABLE;Sales;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;SalesTerritory;TABLE;Sales;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;SalesTerritoryHistory;TABLE;Sales;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;ShipMethod;TABLE;Purchasing;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;SpecialOffer;TABLE;Sales;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;SpecialOfferProduct;TABLE;Sales;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;StateProvince;TABLE;Person;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;rowguid;;Store;TABLE;Sales;;ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.;;;
COLUMN;SafetyStockLevel;;Product;TABLE;Production;;Minimum inventory quantity. ;;;
COLUMN;SalariedFlag;;Employee;TABLE;HumanResources;;Job classification. 0 = Hourly, not exempt from collective bargaining. 1 = Salaried, exempt from collective bargaining.;;;
COLUMN;salary;;employees.Delta;STRUCTURE;;;Employee's salary.;;;
COLUMN;Sales Order Line Number;;Internet Sales;TABLE;;;Order line number;;;
COLUMN;Sales Order Number;;Internet Sales;TABLE;;;Order number;;;
COLUMN;SalesLastYear;;SalesPerson;TABLE;Sales;;Sales total of previous year.;;;
COLUMN;SalesLastYear;;SalesTerritory;TABLE;Sales;;Sales in the territory the previous year.;;;
COLUMN;SalesOrderDetailID;;SalesOrderDetail;TABLE;Sales;;Primary key. One incremental unique number per product sold.;;;
COLUMN;SalesOrderID;;OrderTracking;TABLE;Sales;;Sales order identification number.  Foreign key to SalesOrderHeader.SalesOrderID.;;;
COLUMN;SalesOrderID;;SalesOrderDetail;TABLE;Sales;;Primary key. Foreign key to SalesOrderHeader.SalesOrderID.;;;
COLUMN;SalesOrderID;;SalesOrderHeader;TABLE;Sales;;Primary key.;;;
COLUMN;SalesOrderID;;SalesOrderHeaderSalesReason;TABLE;Sales;;Primary key. Foreign key to SalesOrderHeader.SalesOrderID.;;;
COLUMN;SalesOrderNumber;;SalesOrderHeader;TABLE;Sales;;Unique sales order identification number.;;;
COLUMN;SalesPersonID;;SalesOrderHeader;TABLE;Sales;;Sales person who created the sales order. Foreign key to SalesPerson.BusinessEntityID.;;;
COLUMN;SalesPersonID;;Store;TABLE;Sales;;ID of the sales person assigned to the customer. Foreign key to SalesPerson.BusinessEntityID.;;;
COLUMN;SalesQuota;;SalesPerson;TABLE;Sales;;Projected yearly sales.;;;
COLUMN;SalesQuota;;SalesPersonQuotaHistory;TABLE;Sales;;Sales quota amount.;;;
COLUMN;SalesReasonID;;SalesOrderHeaderSalesReason;TABLE;Sales;;Primary key. Foreign key to SalesReason.SalesReasonID.;;;
COLUMN;SalesReasonID;;SalesReason;TABLE;Sales;;Primary key for SalesReason records.;;;
COLUMN;SalesTaxRateID;;SalesTaxRate;TABLE;Sales;;Primary key for SalesTaxRate records.;;;
COLUMN;SalesYTD;;SalesPerson;TABLE;Sales;;Sales total year to date.;;;
COLUMN;SalesYTD;;SalesTerritory;TABLE;Sales;;Sales in the territory year to date.;;;
COLUMN;ScheduledEndDate;;WorkOrderRouting;TABLE;Production;;Planned manufacturing end date.;;;
COLUMN;ScheduledStartDate;;WorkOrderRouting;TABLE;Production;;Planned manufacturing start date.;;;
COLUMN;Schema;;DatabaseLog;TABLE;dbo;;The schema to which the changed object belongs.;;;
COLUMN;ScrappedQty;;WorkOrder;TABLE;Production;;Quantity that failed inspection.;;;
COLUMN;ScrapReasonID;;ScrapReason;TABLE;Production;;Primary key for ScrapReason records.;;;
COLUMN;ScrapReasonID;;WorkOrder;TABLE;Production;;Reason for inspection failure.;;;
COLUMN;sector;;bds2018_sector.csv;STRUCTURE;;;Sector;;;
COLUMN;SellEndDate;;Product;TABLE;Production;;Date the product was no longer available for sale.;;;
COLUMN;SellStartDate;;Product;TABLE;Production;;Date the product was available for sale.;;;
COLUMN;Shelf;;ProductInventory;TABLE;Production;;Storage compartment within an inventory location.;;;
COLUMN;ShiftID;;EmployeeDepartmentHistory;TABLE;HumanResources;;Identifies which 8-hour shift the employee works. Foreign key to Shift.Shift.ID.;;;
COLUMN;ShiftID;;Shift;TABLE;HumanResources;;Primary key for Shift records.;;;
COLUMN;ShipBase;;ShipMethod;TABLE;Purchasing;;Minimum shipping charge.;;;
COLUMN;ShipDate;;PurchaseOrderHeader;TABLE;Purchasing;;Estimated shipment date from the vendor.;;;
COLUMN;ShipDate;;SalesOrderHeader;TABLE;Sales;;Date the order was shipped to the customer.;;;
COLUMN;ShipMethodID;;PurchaseOrderHeader;TABLE;Purchasing;;Shipping method. Foreign key to ShipMethod.ShipMethodID.;;;
COLUMN;ShipMethodID;;SalesOrderHeader;TABLE;Sales;;Shipping method. Foreign key to ShipMethod.ShipMethodID.;;;
COLUMN;ShipMethodID;;ShipMethod;TABLE;Purchasing;;Primary key for ShipMethod records.;;;
COLUMN;ShipRate;;ShipMethod;TABLE;Purchasing;;Shipping charge per pound.;;;
COLUMN;ShipToAddressID;;SalesOrderHeader;TABLE;Sales;;Customer shipping address. Foreign key to Address.AddressID.;;;
COLUMN;ShoppingCartID;;ShoppingCartItem;TABLE;Sales;;Shopping cart identification number.;;;
COLUMN;ShoppingCartItemID;;ShoppingCartItem;TABLE;Sales;;Primary key for ShoppingCartItem records.;;;
COLUMN;SickLeaveHours;;Employee;TABLE;HumanResources;;Number of available sick leave hours.;;;
COLUMN;Size;;Product;TABLE;;;Size in size unit;;;
COLUMN;Size;;Product;TABLE;Production;;Product size.;;;
COLUMN;Size Unit Code;;Product;TABLE;;;Code of a size unit (M - meters, CM - centimiters etc.);;;
COLUMN;SizeUnitMeasureCode;;Product;TABLE;Production;;Unit of measure for Size column.;;;
COLUMN;sku;;kibana_sample_data_ecommerce;SEARCH_INDEX;;;Stock keeping unit;;;
COLUMN;sku;;products;COLUMN;;;Stock keeping unit;;;
COLUMN;SpatialLocation;;Address;TABLE;Person;;Latitude and longitude of this address.;;;
COLUMN;SpecialOfferID;;SalesOrderDetail;TABLE;Sales;;Promotional code. Foreign key to SpecialOffer.SpecialOfferID.;;;
COLUMN;SpecialOfferID;;SpecialOffer;TABLE;Sales;;Primary key for SpecialOffer records.;;;
COLUMN;SpecialOfferID;;SpecialOfferProduct;TABLE;Sales;;Primary key for SpecialOfferProduct records.;;;
COLUMN;src;;geo;COLUMN;;;Source code;;;
COLUMN;srcdest;;geo;COLUMN;;;Code in form DestinactionCode:SourceCode;;;
COLUMN;st;;bds2018_cty.csv;STRUCTURE;;State;State;;;
COLUMN;st;;bds2018_st.csv;STRUCTURE;;;State;;;
COLUMN;StandardCost;;Product;TABLE;Production;;Standard cost of the product.;;;
COLUMN;StandardCost;;ProductCostHistory;TABLE;Production;;Standard cost of the product.;;;
COLUMN;StandardPrice;;ProductVendor;TABLE;Purchasing;;The vendor's usual selling price.;;;
COLUMN;start_date;;projects;TABLE;;;Project start date;;;
COLUMN;start_year;;deails;COLUMN;;;Year the program was started;;;
COLUMN;StartDate;;BillOfMaterials;TABLE;Production;;Date the component started being used in the assembly item.;;;
COLUMN;StartDate;;EmployeeDepartmentHistory;TABLE;HumanResources;;Date the employee started work in the department.;;;
COLUMN;StartDate;;ProductCostHistory;TABLE;Production;;Product cost start date.;;;
COLUMN;StartDate;;ProductListPriceHistory;TABLE;Production;;List price start date.;;;
COLUMN;StartDate;;SalesTerritoryHistory;TABLE;Sales;;Primary key. Date the sales representive started work in the territory.;;;
COLUMN;StartDate;;SpecialOffer;TABLE;Sales;;Discount start date.;;;
COLUMN;StartDate;;WorkOrder;TABLE;Production;;Work order start date.;;;
COLUMN;StartTime;;Shift;TABLE;HumanResources;;Shift start time.;;;
COLUMN;state;;bank;SEARCH_INDEX;;;Two letter code uf US state (e.g. Texas - TX);;;
COLUMN;State;;insurance_data.xlsx.tblPolicies;STRUCTURE;;;U.S. state code.;;;
COLUMN;state;;zips.json;STRUCTURE;;State;holds the two letter state abbreviation;;;
COLUMN;State Province Code;;Geography;TABLE;;;State province code appropriate for a country.;;;
COLUMN;State Province Name;;Geography;TABLE;;;State province name.;;;
COLUMN;StateProvinceCode;;StateProvince;TABLE;Person;;ISO standard state or province code.;;;
COLUMN;StateProvinceID;;Address;TABLE;Person;;Unique identification number for the state or province. Foreign key to StateProvince table.;;;
COLUMN;StateProvinceID;;Address;TABLE;Person;;Unique identification number for the state or province. Foreign key to StateProvince table.;;;
COLUMN;StateProvinceID;;SalesTaxRate;TABLE;Sales;;State, province, or country/region the sales tax applies to.;;;
COLUMN;StateProvinceID;;StateProvince;TABLE;Person;;Primary key for StateProvince records.;;;
COLUMN;Status;;Document;TABLE;Production;;1 = Pending approval, 2 = Approved, 3 = Obsolete;;;
COLUMN;Status;;PurchaseOrderHeader;TABLE;Purchasing;;"Order current status. 1 = Pending; 2 = Approved; 3 = Rejected; 4 = Complete";;;
COLUMN;Status;;SalesOrderHeader;TABLE;Sales;;"Order current status. 1 = In process; 2 = Approved; 3 = Backordered; 4 = Rejected; 5 = Shipped; 6 = Cancelled";;;
COLUMN;StockedQty;;PurchaseOrderDetail;TABLE;Purchasing;;Quantity accepted into inventory. Computed as ReceivedQty - RejectedQty.;;;
COLUMN;StockedQty;;WorkOrder;TABLE;Production;;Quantity built and put in inventory.;;;
COLUMN;StoreID;;Customer;TABLE;Sales;;Foreign key to Store.BusinessEntityID;;;
COLUMN;Style;;Product;TABLE;Production;;W = Womens, M = Mens, U = Universal;;;
COLUMN;SubTotal;;PurchaseOrderHeader;TABLE;Purchasing;;Purchase order subtotal. Computed as SUM(PurchaseOrderDetail.LineTotal)for the appropriate PurchaseOrderID.;;;
COLUMN;SubTotal;;SalesOrderHeader;TABLE;Sales;;Sales subtotal. Computed as SUM(SalesOrderDetail.LineTotal)for the appropriate SalesOrderID.;;;
COLUMN;Suffix;;Customer;TABLE;;;Surname suffix. For example, Sr. or Jr.;;;
COLUMN;Suffix;;Person;TABLE;Person;;Surname suffix. For example, Sr. or Jr.;;;
COLUMN;summary;;REVIEWED;GRAPH_EDGE;;;Summary of a review.;;;
COLUMN;SYMBOL;;Fortune500.csv;STRUCTURE;;;Ticker symbol;;;
COLUMN;SystemInformationID;;AWBuildVersion;TABLE;dbo;;Primary key for AWBuildVersion records.;;;
COLUMN;tagline;;Movie;GRAPH_NODE;;;Optional tagline - short text which serves to clarify an idea of a movie.;;;
COLUMN;tags;;kibana_sample_data_logs;SEARCH_INDEX;;;Tags sent with response;;;
COLUMN;tax_amount;;products;COLUMN;;;Tax amount;;;
COLUMN;TaxAmt;;PurchaseOrderHeader;TABLE;Purchasing;;Tax amount.;;;
COLUMN;TaxAmt;;SalesOrderHeader;TABLE;Sales;;Tax amount.;;;
COLUMN;taxful_price;;products;COLUMN;;;Price with tax included;;;
COLUMN;taxful_total_price;;kibana_sample_data_ecommerce;SEARCH_INDEX;;;Total price wiith tax included;;;
COLUMN;taxless_price;;products;COLUMN;;;Price without tax;;;
COLUMN;taxless_total_price;;kibana_sample_data_ecommerce;SEARCH_INDEX;;;Total price wiithout tax;;;
COLUMN;TaxRate;;SalesTaxRate;TABLE;Sales;;Tax rate amount.;;;
COLUMN;TaxType;;SalesTaxRate;TABLE;Sales;;1 = Tax applied to retail transactions, 2 = Tax applied to wholesale transactions, 3 = Tax applied to all sales (retail and wholesale) transactions.;;;
COLUMN;TerritoryID;;Customer;TABLE;Sales;;ID of the territory in which the customer is located. Foreign key to SalesTerritory.SalesTerritoryID.;;;
COLUMN;TerritoryID;;SalesOrderHeader;TABLE;Sales;;Territory in which the sale was made. Foreign key to SalesTerritory.SalesTerritoryID.;;;
COLUMN;TerritoryID;;SalesPerson;TABLE;Sales;;Territory currently assigned to. Foreign key to SalesTerritory.SalesTerritoryID.;;;
COLUMN;TerritoryID;;SalesTerritory;TABLE;Sales;;Primary key for SalesTerritory records.;;;
COLUMN;TerritoryID;;SalesTerritoryHistory;TABLE;Sales;;Primary key. Territory identification number. Foreign key to SalesTerritory.SalesTerritoryID.;;;
COLUMN;TerritoryID;;StateProvince;TABLE;Person;;ID of the territory in which the state or province is located. Foreign key to SalesTerritory.SalesTerritoryID.;;;
COLUMN;ThumbNailPhoto;;ProductPhoto;TABLE;Production;;Small image of the product.;;;
COLUMN;ThumbnailPhotoFileName;;ProductPhoto;TABLE;Production;;Small image file name.;;;
COLUMN;ticker;;N;COLUMN;;Company ticker;"Company ticker, e.g. ""AAPL""";;;
COLUMN;timestamp;;kibana_sample_data_flights;SEARCH_INDEX;;;Document creation timestamp (datetime);;;
COLUMN;timestamp;;kibana_sample_data_logs;SEARCH_INDEX;;;Timestamp of response;;;
COLUMN;timestamp_range;;kibana_sample_data_logs;SEARCH_INDEX;;;Possible timestamp range;;;
COLUMN;Title;;Customer;TABLE;;;A courtesy title. For example, Mr. or Ms.;;;
COLUMN;Title;;Document;TABLE;Production;;Title of the document.;;;
COLUMN;title;;Movie;GRAPH_NODE;;;Movie's title.;;;
COLUMN;title;;N;COLUMN;;Company name;"Company name, e.g. ""Apple Inc.""";;;
COLUMN;Title;;Person;TABLE;Person;;A courtesy title. For example, Mr. or Ms.;;;
COLUMN;ToCurrencyCode;;CurrencyRate;TABLE;Sales;;Exchange rate was converted to this currency code.;;;
COLUMN;Total Product Cost;;Internet Sales;TABLE;;;Product price with all cost included in USD;;;
COLUMN;total_quantity;;kibana_sample_data_ecommerce;SEARCH_INDEX;;;Total quantity;;;
COLUMN;total_unique_products;;kibana_sample_data_ecommerce;SEARCH_INDEX;;;Number of unique products purchased;;;
